Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
Cambridge Essential English Dictionary (Cambridge Essential Eng Dictio),Colin McIntosh,Reference,Dictionaries & Thesauruses,Paperback,399.0,4.8,167,False,5.991464547107982
Dictionary of Literary Terms & Literary,Unknown,Reference,Dictionaries & Thesauruses,Paperback,999.0,4.5,757,True,6.907755278982137
First School Dictionary: Illustrated dictionary for ages 5+ (Collins First Dictionaries),Collins Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,699.0,4.6,423,False,6.551080335043404
Rajpal English Hindi Dictionary,Dr. Hardev Bahri,Reference,Dictionaries & Thesauruses,Hardcover,150.0,4.0,18,False,5.017279836814924
OXFORD ESSENTIAL SPANISH DICTIONARY 1E: ,Oxford Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,290.0,4.6,1338,False,5.673323267171493
COMPACT ENGLISH-ENGLISH-TAMIL DICTIONARY (PLC),Dr V. Murugan,Reference,Dictionaries & Thesauruses,Hardcover,410.0,4.2,227,False,6.018593214496234
Easy Learning German Dictionary (Collins Easy Learning German),Collins Collins,Reference,Dictionaries & Thesauruses,Paperback,399.0,4.6,70,False,5.991464547107982
The American Heritage Dictionary of Idioms: American English Idiomatic Expressions & Phrases,Christine Ammer,Reference,Dictionaries & Thesauruses,Kindle Edition,448.35,4.5,171,False,6.1078020941043825
"My First Mythology Tale (Illustrated) (Set of 5 Books) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids - English Short Stories with Colourful Pictures - Read Aloud to Infants, Toddlers",Maple Press,Reference,Encyclopaedias & Reference Works,Paperback,170.0,4.4,8332,False,5.14166355650266
Shrimad Bhagwat Geeta Yatharoop,A.C. Bhaktivendanta Swami Prabhupada,Reference,Encyclopaedias & Reference Works,Hardcover,200.0,4.8,18815,False,5.303304908059076
Tales from Indian Mythology Collection of 10 Books Story Books For Kids,Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,329.0,4.5,673,False,5.799092654460526
Mandala Art: Colouring books for Adults with tear out sheets,Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,169.0,4.5,6008,False,5.135798437050262
"Children's First Mythology Stories - Pack of 5 books (Ram, Shiva, Hanuman, Ganesha, Vishnu) (Classic Tales from India)",Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,129.0,4.4,343,False,4.867534450455582
Relativity: The Special And The General Theory by Albert Einstein - Theory of Relativity | Physics and Astrophysics | Space and Time | General Relativity | Scientific Explanation | Albert Einstein Books,Albert Einstein,Reference,Encyclopaedias & Reference Works,Paperback,148.0,4.5,4704,False,5.003946305945459
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,99.0,4.3,3151,False,4.605170185988092
Knowledge Encyclopedia - Inventions and Discoveries (Knowledge Encyclopedia for Children),Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,599.0,4.6,161,False,6.396929655216146
Knowledge Encyclopedia Space,Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,599.0,4.5,139,False,6.396929655216146
Handbook of Chemistry,Arihant Experts,Reference,Encyclopaedias & Reference Works,Paperback,189.0,4.4,3041,False,5.247024072160486
Option​s Trading Handbook,Mahesh Chandra Kaushik,Reference,Encyclopaedias & Reference Works,Paperback,155.0,4.0,1338,False,5.049856007249537
Moral Tales From Panchtantra: Timeless Stories For Children From Ancient India,Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,189.0,4.5,1418,False,5.247024072160486
INDIA: Fun Activity Book for Children - 80+ Stickers Included | Page Count: 40 | Age Group: 7+ | Engaging Activities/Puzzles to Boost Knowledge | Recognize Indian Food | Monuments | Indian Wildlife | Diverse Indian Culture | National Parks in India | Explore India’s Rich Cultural Heritage | Perfect Gift for Kids,Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,139.0,4.3,137,False,4.941642422609304
"108 Stories from the Vedas, the Puranas and the Upanishads for Children (Illustrated) - Story Book for Kids - Bedtime Stories - 4 Years to 10 Years Old - English Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,Reference,Encyclopaedias & Reference Works,Paperback,115.0,4.5,339,False,4.7535901911063645
Princess Colouring Book (Giant Book Series): Jumbo Sized Colouring Books,Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,129.0,4.5,2297,False,4.867534450455582
Illustrated Ramayana For Children : Immortal Epic of India (Deluxe Edition),Shubha Vilas,Reference,Encyclopaedias & Reference Works,Hardcover,699.0,4.6,1103,False,6.551080335043404
Handbook of Physics,Arihant Experts,Reference,Encyclopaedias & Reference Works,Paperback,168.0,4.4,3381,False,5.1298987149230735
"Children Encyclopedia Books Pack for Age 5 - 15 Years- All About Trivia Questions and Answers|Animals World, Space and Solar System, The World, Sci and Tech, Human Body, Amazing Places, Nature",Dreamland Publications,Reference,Encyclopaedias & Reference Works,Paperback,1196.0,4.5,464,True,7.087573705557973
Space and Solar System Encyclopedia for Children Age 5 - 15 Years- All About Trivia Questions and Answers,Dreamland Publications,Reference,Encyclopaedias & Reference Works,Paperback,174.0,4.5,357,False,5.1647859739235145
"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book)",Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,159.0,4.5,2405,False,5.075173815233827
"108 Stories from the Vedas, the Puranas and the Upanishads for Children (Illustrated) (Hindi) - Story Book for Kids - Bedtime Stories - 4 Years to 10 Years Old - Hindi Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,Reference,Encyclopaedias & Reference Works,Paperback,118.0,4.4,224,False,4.77912349311153
"Stock Market Mein Safal Hone Ke 41 Tips | Useful Book to Learn Methods for Intraday, Swing Trade, Option Trading, BTST Trading and Trading Indicators- Book in Hindi",MAHESH CHANDRA KAUSHIK,Reference,Encyclopaedias & Reference Works,Paperback,129.4,4.1,1319,False,4.870606649492553
स्त्री / Stree By Acharya Prashant,Acharya Prashant,Reference,Encyclopaedias & Reference Works,Paperback,229.0,4.7,496,False,5.438079308923196
Knowledge Encyclopedia - Human Body (Knowledge Encyclopedia for Children),Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,599.0,4.4,166,False,6.396929655216146
The Things You Can See Only When You Slo,Haemin Sunim,Reference,Encyclopaedias & Reference Works,Paperback,470.0,4.5,5160,False,6.154858094016418
World's Greatest Library : A Collection of 200 Inspiring Personalities (Box Set of 8 Biographies),Wonder House Books,Reference,Encyclopaedias & Reference Works,Paperback,699.0,4.5,499,False,6.551080335043404
Panchatantra Ki 101 Kahaniyan: Collection of Witty Moral Stories For Kids For Personality Development In Hindi,Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,399.0,4.5,1458,False,5.991464547107982
General Knowledge 2024,Manohar Pandey,Reference,Encyclopaedias & Reference Works,Paperback,27.0,4.0,167,False,3.332204510175204
Everyday Vocabulary More Than 6100 Words,Kumkum Gupta,Reference,Encyclopaedias & Reference Works,Paperback,66.0,4.1,3918,False,4.204692619390966
"My First Mythology Tale (Illustrated) (Set of 5 Books) (Hindi) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids [] Maple Press",Maple Press,Reference,Encyclopaedias & Reference Works,Paperback,190.0,4.4,733,False,5.25227342804663
Personality Development Handbook (Hindi),D. P. Sabharwal,Reference,Encyclopaedias & Reference Works,Paperback,129.0,4.1,1022,False,4.867534450455582
Macbeth,William Shakespeare,Reference,Encyclopaedias & Reference Works,Paperback,99.0,4.4,5054,False,4.605170185988092
"Sachi Ramayan [] Periyar E. V. Ramasamy and Pramod Ranjan [] Periyar E. V. Ramasamy, Ed. Pramod Ranjan",Ed. Pramod Ranjan Periyar E. V. Ramasamy,Reference,Encyclopaedias & Reference Works,Paperback,145.0,4.4,731,False,4.983606621708336
Beyond the Story: 10-Year Record of BTS,BTS and Myeongseok Kang,Reference,Encyclopaedias & Reference Works,Hardcover,999.0,4.7,5422,True,6.907755278982137
"How To Make Profit In Share Market | A Book to Learn Golden Rules for Earn Money by Long Term Investing, SIP (Systematic Investment Plan), Mutual Fund, Options Trading, Loss Recover Strategies- Book in English",Mahesh Chandra Kaushik,Reference,Encyclopaedias & Reference Works,Paperback,130.0,4.0,740,False,4.875197323201151
Option Trading Se Paison Ka Ped Kaise Lagayen,Mahesh Chander Kaushik,Reference,Encyclopaedias & Reference Works,Paperback,154.5,3.9,1034,False,5.0466457316192885
Human Body Minipedia for Kids Age 5-15 years [] Dreamland Publications,Dreamland Publications,Reference,Encyclopaedias & Reference Works,Paperback,161.0,4.5,2883,False,5.087596335232384
Knowledge Encyclopedia For Children Our Planet Earth Collection of 6 Books Box Set,Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,699.0,4.5,258,False,6.551080335043404
Handbook of Mathematics,Arihant Experts,Reference,Encyclopaedias & Reference Works,Paperback,165.9,4.4,2969,False,5.11739483066779
Encyclopedia : My Encyclopedia of Space - What? Why? How? When?,Om Books Editorial Team,Reference,Encyclopaedias & Reference Works,Paperback,230.0,4.5,562,False,5.442417710521793
On Writing Well : The Classic Guide to Writing Nonfiction,William Zinsser,Reference,Encyclopaedias & Reference Works,Paperback,419.0,4.5,237,False,6.040254711277414
"Our World in Pictures: Countries, Cultures, People & Places: A Visual Encyclopedia of the World [] DK",DK,Reference,Encyclopaedias & Reference Works,Hardcover,554.0,4.7,1431,False,6.318968113746434
"108 Indian Mythology Stories (Illustrated) - Story Book for Kids - Moral Stories - Bedtime Stories - 3 Years to 10 Years Old - English Short Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,Reference,Encyclopaedias & Reference Works,Paperback,125.0,4.5,789,False,4.836281906951478
"Stock Market Mein Safal Hone Ke 41 Tips | Useful Book to Learn Methods for Intraday, Swing Trade, Option Trading, BTST Trading and Trading Indicators- Book in Hindi",Mahesh Chandra Kaushik,Reference,Encyclopaedias & Reference Works,Hardcover,160.0,4.1,1319,False,5.081404364984463
Dinosaurs WOW Children Encyclopedia in Augmented Reality Age 6+ - Free AR App with 150 Interesting Facts| Picture Book: Wow Encyclopedia in Augmented Reality- Age 6+ [] Dreamland Publications,Dreamland Publications,Reference,Encyclopaedias & Reference Works,Paperback,244.0,4.6,1795,False,5.501258210544727
Shiva by Shubha Vilas – English | Hindu Philosophy | Religious Book on Hindu God | Spiritual Books on Hinduism/ Sanatan Dharma | Devotional Stories.,Shubha Vilas,Reference,Encyclopaedias & Reference Works,Paperback,161.0,4.5,62,False,5.087596335232384
Knowledge Encyclopedia - World History (Knowledge Encyclopedia for Children),Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,599.0,4.4,117,False,6.396929655216146
Knowledge Encyclopedia - Our Planet Earth (Knowledge Encyclopedia for Children),Wonder House Books,Reference,Encyclopaedias & Reference Works,Hardcover,599.0,4.5,84,False,6.396929655216146
The Republic by Plato: Philosophical Masterpiece | Ancient Greek Philosophy | Ideal State | Political Theory | Socratic Dialogues | Virtue & Justice | Ethical Inquiry | Enlightenment Classic | Timeless Philosophical Work | Essential Reading for Thinkers,Plato,Reference,Encyclopaedias & Reference Works,Paperback,189.0,4.4,5250,False,5.247024072160486
Children's Encyclopedia - Scientist And Invention,MANASVI VOHRA,Reference,Encyclopaedias & Reference Works,Paperback,176.0,4.3,4963,False,5.176149732573829
Days at the Morisaki Bookshop : A charming and uplifting Japanese translated story on the healing power of books,Satoshi Yagisawa,Reference,Library & Information Science,Paperback,299.0,4.2,1843,False,5.703782474656201
Checklist Manifesto The (R/J),Gawande Atul,Reference,Library & Information Science,Paperback,206.0,4.4,13155,False,5.332718793265369
NCERT | CLASS 11 | BIOLOGY | ENGLISH MEDIUM | 2023,SHRESTH BOOK SHOP,Reference,Library & Information Science,Paperback,110.0,4.2,19,False,4.709530201312334
Kundalini Tantra: 1,Swami Satyananda Swami Satyanand Saraswati,Reference,Library & Information Science,Paperback,330.0,4.7,940,False,5.802118375377063
Untamed,Glennon Doyle,Reference,Library & Information Science,Paperback,489.0,4.5,14187,False,6.194405391104672
1984 | George Orwell | International Bestseller  Book,George Orwell,Reference,Library & Information Science,Hardcover,109.0,4.5,125234,False,4.700480365792417
Tom Gates #01: The Brilliant World of Tom Gates [] Liz Pichon,Pichon L,Reference,Library & Information Science,Paperback,269.31,4.6,8275,False,5.599569448528517
Dune Messiah,Frank Herbert,Reference,Library & Information Science,Paperback,401.0,4.3,25966,False,5.996452088619021
Originals,Adam Grant,Reference,Library & Information Science,Paperback,389.0,4.5,7048,False,5.966146739123692
Silman's Complete Endgame Course: From Beginner to Master,Jeremy Silman,Reference,Library & Information Science,Paperback,1200.0,4.7,1020,True,7.0909098220799835
John Thompson's Easiest Piano Course - Part 1 - Book Only: Part 1 - Book Only,John Thompson,Reference,Library & Information Science,Paperback,585.0,4.5,5471,False,6.373319789577012
Meditations (Chump Change Edition),Marcus Aurelius,Reference,Library & Information Science,Hardcover,25.0,4.3,3149,False,3.258096538021482
101 Dinosaurs - Encyclopedia for 7 to 10 year old kids,Team Pegasus,Reference,Library & Information Science,Paperback,173.0,4.4,265,False,5.159055299214529
The Setting Sun,Osamu Dazai,Reference,Library & Information Science,Paperback,399.0,4.7,2370,False,5.991464547107982
The Bhagavad Gita: God Talks With Arjuna (2 Vol Set): The Bhagavad Gita (Set Of 2 Vol),Paramahansa Yogananda,Reference,Library & Information Science,Paperback,575.0,4.7,1406,False,6.3561076606958915
Superworm Gift Edition Board Book,Julia Donaldson,Reference,Library & Information Science,Board book,321.0,4.8,7809,False,5.7745515455444085
Introduction to Tantra Sastra,Sir John Woodroffe/Arthur Avalon,Reference,Library & Information Science,Paperback,180.0,4.4,130,False,5.198497031265826
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,Reference,Library & Information Science,Paperback,710.0,4.6,14501,False,6.566672429803241
India in the Persianate Age,Richard M. Eaton,Reference,Library & Information Science,Paperback,579.0,4.5,530,False,6.363028103540465
Meditations from the Tantras: 1,Swami Satyananda Saraswati,Reference,Library & Information Science,Paperback,222.0,4.6,377,False,5.407171771460119
Colon Classificiation: The Basic Classification (Ranganathan Series in Library Science),S. R. Ranganathan,Reference,Library & Information Science,Paperback,299.0,4.2,146,False,5.703782474656201
Knowledge Encyclopaedia Ocean!: Our Watery World As You've Never Seen It Before (Knowledge Encyclopedias) [] DK,DK,Reference,Library & Information Science,Hardcover,760.0,4.8,1462,False,6.634633357861686
"How to Draw for Kids: Learn to Draw Step by Step, Easy and Fun (Step-By-Step Drawing Books)",Dp Kids,Reference,Library & Information Science,Paperback,556.0,4.5,2426,False,6.322565239927284
A Naturalist’s Guide to the Birds of India,Bikram Grewal,Reference,Library & Information Science,Paperback,347.0,4.5,225,False,5.8522024797744745
Lucent's General Science,Ravi Bhushan,Reference,Library & Information Science,Paperback,200.0,4.3,3394,False,5.303304908059076
Holy Science - Hindi,Sri Sri Yukteswar Giri,Reference,Library & Information Science,Paperback,85.5,4.6,786,False,4.460144413937834
Standard Wirebound Manuscript Paper (Green Cover),Hal Leonard,Reference,Library & Information Science,Paperback,451.0,4.7,9115,False,6.113682179832232
